Now,Wed Sep 17 2025 21:41:20 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
486,Caesar Bermudez,caesarbermudez,https://www.tiktok.com/@caesarbermudez,Paki check din po dito sa maguindanao kasi mas malala po corruption dito e.,7-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/95a7696b58976b2c0ed3e7d2095266bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=023ecf45&x-expires=1758200400&x-signature=Pwt1cTArqfZOfePMSHyMiim%2Bljk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
487,Loveheika,justloveandhateme,https://www.tiktok.com/@justloveandhateme,SUS Ano ba ginagawa niyo DPWH bakit hindi niyo tinitignan and binabantayan project nila,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/75b33c95d0ad4c6aa4f9c5a3090df198~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=08345ab8&x-expires=1758200400&x-signature=wEnr81b4eBbLIIcOmH1fv1dTOJw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
488,Vi Lazo,heyitsvi22,https://www.tiktok.com/@heyitsvi22,"Wala man lang nag check kung tapos na ang project? 😂 bayad lang agad?
magaling talaga 🎉😫",6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/530ea40e8c18888b5f843a01f095652b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7538cc65&x-expires=1758200400&x-signature=oO7RwsGGF0ehqkZArsQ6TQ7Hh0s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
489,Benito Robles,benito.robles22,https://www.tiktok.com/@benito.robles22,nagumpisa lahat Ng anomalya sa time ni Duterte,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
490,Andrea Marie,andringx,https://www.tiktok.com/@andringx,Botbot,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f82a4374def8594237abf28674afc047~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8d2971b7&x-expires=1758200400&x-signature=JIQPVSRAJBsGrpSe6cwjnIltqag%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
491,Rija,jiya67828,https://www.tiktok.com/@jiya67828,"🇵🇭SPREAD THIS‼️! WE ARE STARTING PEOPLE POWER 3 AT SEPTEMBER 13. WE DO NOT WANT CORRUPTION ANYMORE. WE FINALLY OPENED OUR EYES. FELLOW FILIPINOS, PLEASE GATHER AT EDSA, QUEZON CITY ON SEPTEMBER 13. LETS SHOW WHAT WE DESERVE. PLEASE SPREAD THIS AWARENESS AND SO THAT MANY PEOPLE CAN ATTEND AND BE INFORMED WITH THIS!!! BRING SIGNS AND POSTERS ABOUT THE ONGOING CORRUPTION. PEOPLE POWER BRINGS MORE CONTRIBUTIONS THAN U THINK IT DOES! TOGETHER, WE GATHER‼️‼️‼️",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e0a27d4333effa777843de6eaef25fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a32b18e0&x-expires=1758200400&x-signature=I1pqJvnHMqcVqbZRTYH9rVhL7jo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
492,carlito r mercado,carlitomercado01,https://www.tiktok.com/@carlitomercado01,wala bang nagbibisita sa dpwh bago petmahan o bayad na,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f2239c277b356239828dc3fee13ca8a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=afecd957&x-expires=1758200400&x-signature=rFo%2F%2BXLvI5sOkSXTm4VKhSkFjBs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
493,daaaaaang,ukinana.m,https://www.tiktok.com/@ukinana.m,kaya ang taas ng baha jan sa bulacan eh halos gang baywang ung nadaanan namin,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
494,🇵🇭 🇰🇷BusyMom ❤️💙❤️,seonskim,https://www.tiktok.com/@seonskim,"tama
https://lite.tiktok.com/t/ZSA7QvdL4/",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ce6e77c97e2bcff57d2f7b5de7e9607f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=453e63d0&x-expires=1758200400&x-signature=naC61U1pFr%2BvYhNn6sAmn7lPzSs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
495,christopher miranda,chriskikay.mirand,https://www.tiktok.com/@chriskikay.mirand,tga dotr yan db?? bkit nsa dpwh n....dami kc pera s dpwh kesa s dotr,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/359514ea2ef57591ab7132c0c2d1c1ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7fb66a98&x-expires=1758200400&x-signature=enTg8Z5VGiIiJT%2FQ5slFVeJ3tgw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
496,qpyie3,qpyie3,https://www.tiktok.com/@qpyie3,ROMUALDEZ AT YUNG ISA PANG SINABI NI SARA DUTERTE!!!!,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ede1756a51b85dcccf049a639af18e18~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=94efe162&x-expires=1758200400&x-signature=rMkIGZ6y1%2B1kyKJx5qKxVaIQoDE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
497,Julius Fundz 💵,juliusfundzz,https://www.tiktok.com/@juliusfundzz,@Larry hack is the best recovery officer,3d ago,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d8fdf37913bac915dbf66aa1e8a37b8f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=20cd3aef&x-expires=1758200400&x-signature=1wDBJO5L4krKK2Bg0bxc4xMGZRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
498,Aly,imnotyour.aly,https://www.tiktok.com/@imnotyour.aly,"Binibilog lang nila tayo, at the end of the day, wala paring makukulong at mananagot ng kasanalan nila. That's the reality we have in this country! So please, we need to take action in order for it to lessen! Walang mangyayari kung uupo lang tayo at manonood, we need to make a move and unite, wag natin iasa sa Gobyerno ang paghahanap ng hustisyang hindi naman natin makakamit kung sila ang gagawa!!!",5-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b6dc495b800cf9a3e83002eec7e3af30~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=89d3ddd3&x-expires=1758200400&x-signature=RykicSOWACxd3tyKRPEuC%2Blf2Ms%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
499,Jacob Tristan,_hunterxyz,https://www.tiktok.com/@_hunterxyz,"Asus kunware pa di alam, hugas kamay na 😂",5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/46e49eddeda91d1134a00b6344ab190f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcb187f8&x-expires=1758200400&x-signature=S8Sxq2Gg8QVGWL1QtCzWm4mu0p0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
500,蘇英雄 ($upwiz) 🧿,louis.suing,https://www.tiktok.com/@louis.suing,Kung ako sa inyo si boy self incrimination utuin niyo para umamin. Fall guy yun. Kaya lang kelangan handa kayo sa pangalan na sasabihin niya. Tignan natin kung matatapang talaga kayo para pagtanggol ang masa.,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b281d2859802ca88c7b91d1aad64d796~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe331c46&x-expires=1758200400&x-signature=aK5jFC5v6gBFZu8yC7q8qlNIVEk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
501,mff.strawb,mff.strawb,https://www.tiktok.com/@mff.strawb,"sana naman makulong talaga, kapag mahirap na tao kulong agad. Pag mayaman, hirap na hirap ikulong.",4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b32b421bdb3ac1e3f50a9bbccb9e11b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=aaf09a44&x-expires=1758200400&x-signature=vwaR2fKV0Q6%2FWAHS1uahRevFBg8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
502,Wind Shield,windshield77,https://www.tiktok.com/@windshield77,magtataka pa ba?...lahat kasi may takip ang mata.🤣,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/41bd78860973b9b5ebe90d3432c6f6fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=77528c95&x-expires=1758200400&x-signature=rpm%2FLcO5s6nXCWFQFKveAq6h%2BYo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
503,omskei,oms.k,https://www.tiktok.com/@oms.k,ganap na ganap eno,4-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3fc8d3d2e31a81c97f3bd7f1a3e184fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a5e210f9&x-expires=1758200400&x-signature=5Ju5PaBGmJaWtMMpc7TP2LWFVJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
504,Marl ツ,mrlsrx_,https://www.tiktok.com/@mrlsrx_,"maraming ebidensya, naglolokohan nlg tayo pag walang mapakulong ni isa yung kumite",4-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0162a4b864add8b00895ed86d2100135~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b99317c4&x-expires=1758200400&x-signature=HDDMOidHI8Zw4347KP0GFSpcGe0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
505,Johnrey,halligjohnrey,https://www.tiktok.com/@halligjohnrey,kunti pang acting tas galit galitan sir pasado na.,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/496051aad89febd9953c18e38195a065~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f24e1cec&x-expires=1758200400&x-signature=FygcKg29pLrnKqUZ91qNjBtGCTE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
506,Danicupcake,daniecupcake,https://www.tiktok.com/@daniecupcake,Sec Dizon and Sec. Aminah pls.put all these thieves in jail.😏,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328619023682240533~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=36ceded6&x-expires=1758200400&x-signature=sum3VuC861Q0fHMrGZeru8x9Mbk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
507,Yesha Quito,yesha.quito,https://www.tiktok.com/@yesha.quito,"nag kakahalaga lang pala 700,000 nasayang lang 96 Million ang laki ng na bulsa",4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8c4aba52546f92cc68880f64f1e51122~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0397c745&x-expires=1758200400&x-signature=KI78mphoX3DGKkyMfLhNnbk8H68%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
508,camella,flow.own,https://www.tiktok.com/@flow.own,Bakit hayop?diba tao kayo?,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c9689337fc9bbe3155b83468a4fc67ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bd5bc895&x-expires=1758200400&x-signature=79w73dRLfYrz%2BuXeMfV6mQIc%2FDY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
509,ink_drin,ink_drin,https://www.tiktok.com/@ink_drin,@ink_drin: 🐊🐊🐊👻🐊👻🐊👻🐊🐊🐊🐊👻👻🐊🐊👻👻👻👻🐊🐊🐊🐊👻🐊👻🫡👻🐊👻,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8f444b6be30f77396c677e206b8ff88b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8b40dbd&x-expires=1758200400&x-signature=8HdQIFm79WKksQmKAYjx%2F35F8PA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
510,ink_drin,ink_drin,https://www.tiktok.com/@ink_drin,🐊🐊🐊👻🐊👻🐊👻🐊🐊🐊🐊👻👻🐊🐊👻👻👻👻🐊🐊🐊🐊👻🐊👻🫡👻🐊👻,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8f444b6be30f77396c677e206b8ff88b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8b40dbd&x-expires=1758200400&x-signature=8HdQIFm79WKksQmKAYjx%2F35F8PA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
511,kuhpahl,kuhpahl,https://www.tiktok.com/@kuhpahl,yes silipin nyo lahat ng sulok ng Bulacan bustos baliuag plaridel San Rafael hagonoy calumpit malolos lahat ng kalsada Jan lubak,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d01564c667e1941743ce9a440c8d8809~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0257aa06&x-expires=1758200400&x-signature=UcMorKNbPazjI%2BsVoQIEmwhZCw0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
512,୨୧hibernica,vincepaulobigcas6,https://www.tiktok.com/@vincepaulobigcas6,yan si dizon!,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5ba776d4a72d34d38af3400beb5b016e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=21ccf13e&x-expires=1758200400&x-signature=%2FMoDBRm%2FPYsHEVDkYVcCHTcziDg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
513,Drawde Yamgal,drawdeyamgal,https://www.tiktok.com/@drawdeyamgal,"naku, ghost project nanamn sa bulacan, dapat paimbistigahan ang mayor ng davao city nyan. 😅",1d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/239b7187a7ee7741e53fc0d590e1c0bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ec3f7949&x-expires=1758200400&x-signature=owIQiRqjqO4wYpLenScLKr18Ul0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
514,Lhan,edlanpacantara,https://www.tiktok.com/@edlanpacantara,Dapat Kasi kada may masubmit na work completion for payment ay may napunta para maconfirm kung totally completed nga kaso nga ay hawak nila Ang NSA opisina..😅😅 dapat diyan mayron DLP...ipatapos dapat Yan sa contractor ng Wala ilalabas na Pera Ang dpwh..,1d ago,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/55f49b074b53ca7f6ac523ed33590cbc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1e6ee832&x-expires=1758200400&x-signature=%2FPubQVEfvMZY2NhIK67IMeEwdxc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
515,Übel,jinxgotjinxxed,https://www.tiktok.com/@jinxgotjinxxed,emeeee dpwh nga daw yung unang nanghingi ng balato kay sarah discaya,2d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/991aedecb0b7b2164df7acd687209a9f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f62585fa&x-expires=1758200400&x-signature=7CYpQdmvOk6bp3mFkg5ll5NyUMM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
516,Wasame,nahskbd,https://www.tiktok.com/@nahskbd,Isnt dpwh one of the most corrupt to,5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/4ed306e8b200a9f5bd98127145e9730b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f536ff26&x-expires=1758200400&x-signature=KuO7XnerfNfZ1TuMYTA7JOffGqY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
517,Bellion 🤸,psalmdevera,https://www.tiktok.com/@psalmdevera,"andami pang problema sa pilipinas, hindi lang yang flood control na yan. it all starts with the system, the way the departments/ organizations, the government handle their so called ""projects"". Kung magfofocus lang ang gubyerno sa isang problema kahit na pagkarami raming nakaupo o nasa position para mag umpisa, o imbestigahan manlang (e halos lahat corrupt, takot mabuking), e wala tayong nararating niyan, the issue would soon die, it's up to us Filipino citizens to not let this pass.",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6e95c3668b8c1023197b76d92ebe30ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=98206e29&x-expires=1758200400&x-signature=YaKIZr2nnL69osK8xL%2FR59qsy%2BY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
518,Pares,242fetwyw2526,https://www.tiktok.com/@242fetwyw2526,"Kasanalan ng DPWH yan eh. Bat hindi nila na supervise? Kung nag labas ka b pera pang pagawa ng bahay mo, hindi mo na i checheck ang progress ng constructions?",5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/af6f7356bee737bcc25ff11cf5f9d8c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=127afec1&x-expires=1758200400&x-signature=f80opSJCxBkigWzUE70usXBSH6k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
519,eko,jericoangcao,https://www.tiktok.com/@jericoangcao,matamis na salita lang yan,3d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0e46f7b9c3e7f0734ac013f33a4f251d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9f8ffd0e&x-expires=1758200400&x-signature=4lZbu8gtWRCNE1YzYI3QfmXNCWk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
520,Jolodaphtutu,jolodaphtutu,https://www.tiktok.com/@jolodaphtutu,Crocodile nga,3d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/be0d0d5f6c5b88833b691099519ea56e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=38beb475&x-expires=1758200400&x-signature=R60dKMisIcyTVUy9r%2FjOTiGTL5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
521,Deus Protegat,jharalflores,https://www.tiktok.com/@jharalflores,drama buang,5d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7993364022017d149b13ab12e23035f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=356416b8&x-expires=1758200400&x-signature=rtZXvj9IhJ2o9yNlcmYO1MBIk7o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
522,JDsaur,jdsaur5,https://www.tiktok.com/@jdsaur5,BABALA!! sa SEPT 21 .IWASAN MGA FLAG NG NA SUMUSUPORTA SA NPA.. PAG MAY NAKITA KAYONG DUMATING SILA LUMAYO KAYO. IWASAN NYO. MAS MAGANDA PALAYASIN NYO. ISAMPAL NATIN SA MGA NPA NA YAN HINDI SILA KAILANGAN. BUMALIK SILA SA BUNDOK alamin nyo mga flag nila... gawin nating malinis tong rally na to na walang NPA na mag tatake credit. ANG CREDIT DITO AY SA TAONG BAYAN.,5d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf47c574de0ffb2de9d356749b3c2986~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3914af10&x-expires=1758200400&x-signature=jr7UF8VXIFszv4WKoCKZsgKBqqM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
523,fenggot,marieferi,https://www.tiktok.com/@marieferi,bakit di kasama si Zaldy Co rrupt 🤣🤣🤪🤪,5d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/968f354467916970c91e12f029612499~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7ea1920b&x-expires=1758200400&x-signature=6jsVuQrKc%2FwdFLuWpwu4J6iz8kI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
524,FeiTan-Silva-Zoldyck,feitan020118,https://www.tiktok.com/@feitan020118,"kaya nio ba,ikulong ung pinaka mataas na official,",6d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b0e50f9463c327c4eef002f963eedb3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6436e195&x-expires=1758200400&x-signature=pbQhGScPgFQ%2FqvfFCCw%2FmegBc9U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
525,bresnon,bressnon,https://www.tiktok.com/@bressnon,Pag Si Romualdez hindi nakulong..,6d ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/60a7d8b722ccd190eee51801513133d2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=da93f979&x-expires=1758200400&x-signature=3JHilr1WzqkrKC5tp1kRQ45IQFw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
526,reymeltalha145,reymeltalha145,https://www.tiktok.com/@reymeltalha145,eseeE2 style na nman ..😂😂 grupo mo to😂,1w ago,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe1c3d5d4e7de794639babe61a0c458c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f40e9e20&x-expires=1758200400&x-signature=SREHGMYYBlr6pdIr%2B5vuAOuxSXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
527,she's Myrna,shesmyrna3,https://www.tiktok.com/@shesmyrna3,dapat lang sir!,1w ago,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f71622f2e4e0c4b34c338b67c1f84c1d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ea915ef8&x-expires=1758200400&x-signature=mipmQc7yWlfSR6ph0wvJSjFF%2Bu8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
528,sarapang,sarapang3,https://www.tiktok.com/@sarapang3,kahit ano ano itawag mo sa mga yan boss wala papalag dyan🤣🤣🤣🤣🤣,9-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8fa7649b6ccdbe0ddb8f95fd78820d39~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd120dc1&x-expires=1758200400&x-signature=Y7oQ%2B8kCrmvSa6AxiKvHJ88vYew%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
529,DOREMEI,boss.091234,https://www.tiktok.com/@boss.091234,rumualdes kse ang painitin nyu kase sya ang may pinakamalaki pakinabang Dyan..,9-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0934a5c42bdb496bedd4f85fc766eb56~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=141fa1c2&x-expires=1758200400&x-signature=LSwhFZ8vAlyQk2m5NdsFFTNjdz0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
530,city hunter,city_hunter121,https://www.tiktok.com/@city_hunter121,kung magsalita ka kalamo walang alam,9-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7097590796383158299~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7a9a35b6&x-expires=1758200400&x-signature=PPVN%2FqIDEb0dSnfvdJI3z4luCyg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
531,Albert Narca,albertnarca1,https://www.tiktok.com/@albertnarca1,dapat tuwing may ginagawa may nag babantay para nalalaman kung sa tama ba napupunta Yung pera kase dinaman na bago ang korapsyon sa pilipinas paulit ulit nalang dina natapos dina natuto,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aefc3c9a1887a41afb759db15c6b90d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4e36fc44&x-expires=1758200400&x-signature=rrAE95o%2B1Mp0QFveq8bqyJuAo2o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
532,PAiN,princepikot08,https://www.tiktok.com/@princepikot08,Kahit billion yang corruption sa Confidential funds pa din hahanapin naming mga kakampink syempe!,8-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6024cdabe666b87d73177e61b6ed4ad3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7f38fde7&x-expires=1758200400&x-signature=%2FRRp7h34X23Xm0H0n0f7S64ADaw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
533,jellynandaybernar,jellynandaybernar,https://www.tiktok.com/@jellynandaybernar,Nag kaka bistuhan na kaya Ginagawa na!!!,8-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/89f5d76f911763ad87b88e41db74ba21~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=af4b9e75&x-expires=1758200400&x-signature=kSBNOWYXrwUyYRs%2FBCK4j2tEmvc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
